TQ,FQ,TS,FS
153,273,396,81
147,290,388,78
151,260,396,96
139,277,398,89
137,285,399,82
136,290,398,79
148,262,414,79
140,270,401,92
149,274,387,93
146,276,392,89
135,327,358,83
166,274,385,78
144,287,395,77
149,289,374,91
126,314,390,73
157,290,395,61
156,302,375,70
176,289,364,74
137,266,405,95
147,294,380,82
160,311,355,77
157,277,388,81
155,296,382,70
137,286,389,91
149,277,407,70
136,293,399,75
159,292,382,70
210,572,109,12
215,600,78,10
148,305,379,71
142,284,406,71
143,302,381,77
148,329,347,79
153,277,399,74
143,295,381,84
157,309,347,90
133,282,403,85
147,297,387,72
150,281,404,68
147,287,383,86
