TQ,FQ,TS,FS
190,345,324,44
170,338,340,55
184,353,303,63
162,333,342,66
174,397,287,45
172,381,307,43
187,353,323,40
165,345,326,67
180,326,335,62
181,365,303,54
172,376,309,46
30,15,644,214
167,350,332,54
183,357,306,57
151,398,306,48
181,363,322,37
178,371,306,48
202,344,309,48
186,340,331,46
169,335,339,60
199,391,275,38
202,373,292,36
182,371,307,43
174,331,344,54
179,375,309,40
164,365,327,47
179,326,348,50
165,316,365,57
187,360,318,38
186,375,309,33
164,362,328,49
164,332,351,56
174,353,323,53
177,351,325,50
175,373,303,52
185,338,318,62
175,360,325,43
167,345,339,52
168,345,340,50
180,357,313,53
