TQ,FQ,TS,FS
211,475,194,23
11,8,670,214
219,467,189,28
198,486,189,30
197,505,179,22
191,499,189,24
204,483,193,23
203,486,185,29
211,477,184,31
209,490,178,26
198,501,184,20
219,470,189,25
8,12,670,213
214,490,173,26
177,526,178,22
197,483,202,21
195,498,179,31
226,486,167,24
206,475,196,26
202,474,200,27
215,495,171,22
9,17,648,229
203,492,186,22
203,480,195,25
195,500,184,24
188,487,205,23
211,471,203,18
197,471,210,25
206,493,185,19
203,493,191,16
192,492,198,21
10,16,667,210
205,492,184,22
207,488,188,20
202,491,185,25
220,471,185,27
190,495,190,28
15,9,675,204
197,498,187,21
201,485,185,32
