TQ,FQ,TS,FS
212,489,180,22
200,524,154,25
221,484,172,26
201,505,170,27
195,507,177,24
191,505,183,24
204,516,160,23
202,509,162,30
27,20,641,215
207,489,179,28
23,18,667,195
31,16,643,213
198,514,168,23
215,495,168,25
22,15,689,177
189,492,193,29
199,513,164,27
228,477,176,22
28,21,650,204
211,486,188,18
32,19,647,205
26,23,642,212
19,8,670,206
27,17,658,201
198,499,185,21
32,17,675,179
28,19,655,201
25,16,665,197
200,506,172,25
200,495,189,19
188,503,187,25
196,515,168,24
205,520,156,22
211,502,174,16
200,512,164,27
219,487,169,28
190,506,179,28
197,506,178,22
189,482,203,29
208,506,164,25
