TQ,FQ,TS,FS
176,292,377,58
152,235,443,73
165,260,396,82
142,214,461,86
146,233,451,73
165,292,396,50
171,267,409,56
167,305,366,65
184,289,372,58
163,281,387,72
161,314,371,57
185,270,389,59
154,288,394,67
151,249,414,89
156,331,373,43
145,230,455,73
143,239,438,83
189,292,361,61
161,253,418,71
174,275,399,55
191,300,366,46
189,324,341,49
145,258,420,80
168,286,389,60
169,297,387,50
153,284,408,58
150,223,451,79
146,233,448,76
173,261,417,52
172,295,389,47
87,101,589,126
150,257,426,70
156,266,410,71
148,232,444,79
158,283,393,69
180,277,379,67
158,283,402,60
161,281,403,58
158,280,405,60
176,306,364,57
