TQ,FQ,TS,FS
65,39,630,169
181,356,322,44
87,83,573,160
181,344,331,47
174,366,318,45
88,95,593,127
78,90,586,149
178,379,292,54
187,339,322,55
177,349,319,58
172,368,317,46
203,365,294,41
59,46,636,162
162,306,357,78
75,97,607,124
161,322,363,57
60,51,626,166
95,77,576,155
181,347,324,51
186,357,317,43
200,356,310,37
196,365,300,42
179,358,320,46
181,363,312,47
175,356,328,44
169,360,332,42
184,364,310,45
170,360,321,52
186,356,322,39
64,57,627,155
166,361,329,47
82,89,594,138
83,93,583,144
176,353,323,51
172,350,326,55
196,353,303,51
67,50,635,151
158,323,361,61
173,348,337,45
184,360,310,49
