TQ,FQ,TS,FS
159,305,364,75
158,321,357,67
26,56,600,221
125,262,413,103
149,346,338,70
154,318,370,61
154,321,355,73
160,316,355,72
165,296,365,77
230,612,56,5
152,334,351,66
167,309,350,77
144,315,367,77
164,309,354,76
132,358,346,67
144,312,373,74
162,339,338,64
179,307,346,71
140,282,389,92
153,309,365,76
176,317,349,61
166,330,335,72
218,618,60,7
155,321,354,73
153,309,375,66
145,320,372,66
155,321,353,74
156,320,361,66
131,297,381,94
155,325,359,64
147,293,397,66
141,315,368,79
154,330,346,73
150,330,346,77
145,329,347,82
166,318,338,81
145,284,401,73
157,310,374,62
157,308,377,61
158,310,360,75
