"","question","statement"
"#H",0.0660829410833274,-0.0660829406283307
"bg",0.653973332809984,0.346026666595012
"H#",-0.0438844591633407,0.0438844593133457
"L#",-0.128945071249225,0.128945071399063
"#L",-0.0308672719947894,0.0308672724466924
