TQ,FQ,TS,FS
542,332,337,127
404,152,526,274
354,120,536,302
396,143,532,279
345,85,599,339
358,85,603,330
401,130,546,275
318,86,585,353
427,179,482,234
378,115,553,290
324,108,577,361
421,152,507,238
434,198,484,248
419,162,501,244
354,91,613,350
382,135,550,303
380,125,552,297
434,169,484,219
371,134,537,300
474,214,460,200
403,80,586,263
330,105,560,335
330,89,589,348
391,177,498,284
448,147,537,236
419,152,540,273
423,141,533,251
466,196,485,215
441,162,516,237
548,304,380,136
401,117,573,289
339,83,600,344
443,189,487,233
424,175,501,252
358,137,539,318
437,186,470,219
392,121,564,293
402,171,513,282
450,145,540,235
408,167,503,262
