TQ,FQ,TS,FS
413,150,519,256
313,88,590,365
307,85,571,349
275,49,626,400
295,73,611,389
321,44,644,367
308,54,622,368
334,141,530,337
358,150,511,303
289,45,623,379
292,71,614,393
315,70,589,344
342,143,539,340
379,141,522,284
381,114,590,323
380,133,552,305
322,63,614,355
296,42,611,357
349,133,538,322
395,140,534,279
321,51,615,345
297,80,585,368
364,154,524,314
328,137,538,347
428,165,519,256
565,367,325,127
405,139,535,269
388,145,536,293
309,78,600,369
364,94,590,320
302,65,625,388
383,117,566,300
339,103,573,337
561,369,307,115
281,63,613,395
335,84,572,321
373,109,576,312
267,53,631,417
420,106,579,265
384,162,508,286
