TQ,FQ,TS,FS
410,132,537,259
449,175,503,229
411,158,498,245
397,125,550,278
414,158,526,270
411,145,543,277
412,133,543,264
429,150,521,242
415,157,504,246
347,75,593,321
403,149,536,282
404,141,518,255
422,148,534,260
540,333,330,123
422,157,547,282
436,134,551,249
445,162,515,232
432,148,505,221
376,103,568,295
452,164,510,222
442,138,528,224
420,167,498,245
428,156,522,250
374,144,531,301
431,145,539,253
403,127,565,289
462,152,522,212
437,136,545,244
411,111,567,267
425,171,513,259
441,180,510,249
434,162,521,249
406,163,513,270
359,105,571,317
297,80,596,379
441,163,493,215
386,81,604,299
411,162,522,273
469,149,536,216
427,156,514,243
