TQ,FQ,TS,FS
503,196,473,166
434,186,492,244
373,120,536,283
405,141,534,270
445,180,504,239
446,124,564,242
410,155,521,266
422,207,464,249
383,112,549,278
369,114,554,299
461,169,516,224
471,184,475,188
423,163,519,259
405,115,548,258
486,181,523,218
441,153,532,244
378,91,586,299
369,67,586,284
407,156,515,264
412,95,579,262
441,184,482,225
394,155,510,271
446,176,502,232
381,197,478,294
404,92,592,280
400,103,589,292
550,301,373,124
437,150,531,244
452,176,502,226
508,184,500,176
474,184,506,216
375,71,612,308
443,162,514,233
468,208,468,208
417,193,483,259
421,145,511,235
447,162,523,238
458,196,488,226
488,158,527,197
459,195,475,211
