TQ,FQ,TS,FS
444,163,506,225
395,137,541,283
381,146,510,275
357,114,561,318
385,112,572,299
410,114,574,278
410,126,550,266
380,164,507,291
410,206,455,251
336,103,565,332
410,149,536,275
391,134,525,268
395,167,515,287
393,120,543,270
430,143,561,274
371,121,564,314
408,154,523,269
423,168,485,230
396,130,541,275
401,150,524,273
427,129,537,239
419,161,504,246
399,129,549,279
378,138,537,297
431,169,515,253
322,78,614,370
392,137,537,282
378,135,546,303
407,126,552,271
345,76,608,339
391,119,571,299
450,171,512,233
375,133,543,301
367,121,555,309
363,135,541,313
375,124,532,281
420,188,497,265
376,142,542,308
433,153,532,252
363,130,540,307
