TQ,FQ,TS,FS
433,143,526,236
427,169,509,251
378,124,532,278
396,127,548,279
315,63,621,369
394,135,553,294
408,125,551,268
400,142,529,271
395,126,535,266
408,147,521,260
356,134,551,329
395,141,518,264
407,141,541,275
349,76,587,314
419,160,544,285
410,121,564,275
355,67,610,322
403,129,524,250
394,133,538,277
428,135,539,246
571,374,292,95
386,146,519,279
405,132,546,273
350,137,538,325
414,125,559,270
445,150,542,247
450,153,521,224
562,358,323,119
411,135,543,267
387,124,560,297
392,131,559,298
379,111,572,304
406,164,512,270
396,161,515,280
390,147,529,286
411,143,513,245
435,145,540,250
329,128,556,355
447,119,566,238
423,163,507,247
