TQ,FQ,TS,FS
544,323,346,125
520,332,346,158
370,129,527,286
423,216,459,252
408,119,565,276
372,95,593,316
404,136,540,272
496,280,391,175
371,129,532,290
355,107,561,313
385,124,561,300
408,136,523,251
370,131,551,312
379,123,540,284
438,163,541,266
400,183,502,285
399,132,545,278
384,115,538,269
394,127,544,277
405,118,556,269
433,122,544,233
396,148,517,269
414,117,561,264
357,105,570,318
401,113,571,283
409,133,559,283
421,160,514,253
399,144,537,282
380,91,587,298
422,117,567,262
417,132,558,273
402,125,558,281
377,119,557,299
391,139,537,285
341,102,574,335
450,197,459,206
404,125,560,281
389,112,572,295
426,129,556,259
374,141,529,296
