TQ,FQ,TS,FS
395,107,562,274
481,256,422,197
419,153,503,237
392,115,560,283
378,85,599,306
443,98,590,245
450,142,534,226
408,135,536,263
478,216,445,183
383,114,554,285
373,118,567,312
470,170,489,189
360,103,579,322
451,151,512,212
514,164,540,190
419,141,544,266
377,89,588,300
455,131,522,198
413,124,547,258
474,136,538,200
486,168,498,180
475,231,434,190
441,151,527,237
368,140,535,307
473,180,504,211
414,152,540,278
453,144,530,221
416,95,586,265
451,149,529,227
506,151,533,178
464,157,533,226
514,230,453,169
461,183,493,215
410,108,568,266
386,144,532,290
454,173,483,202
423,145,540,262
435,133,551,249
506,179,506,179
436,164,506,234
