TQ,FQ,TS,FS
441,158,511,228
475,235,443,203
400,132,524,256
336,75,600,339
458,161,523,226
455,121,567,233
481,176,500,195
368,116,555,303
459,181,480,202
419,134,534,249
448,164,521,237
447,162,497,212
469,197,485,213
505,195,468,158
392,92,612,312
461,176,509,224
404,111,566,273
418,95,558,235
460,171,500,211
508,182,492,166
490,168,498,176
434,179,486,231
350,98,580,328
382,124,551,293
510,189,495,174
486,194,498,206
415,106,568,259
478,176,505,203
457,156,522,221
508,166,518,176
509,183,507,181
447,137,546,236
463,179,497,213
409,120,556,267
397,141,535,279
420,129,527,236
417,155,530,268
468,180,504,216
441,113,572,244
455,177,493,215
