TQ,FQ,TS,FS
434,149,520,235
438,171,507,240
380,145,511,276
345,114,561,330
362,99,585,322
477,222,466,211
456,163,513,220
501,260,411,170
454,212,449,207
376,123,545,292
505,266,419,180
365,95,564,294
428,170,512,254
410,188,475,253
463,195,509,241
385,148,537,300
467,196,481,210
385,101,552,268
329,82,589,342
482,205,469,192
417,114,552,249
351,132,533,314
452,168,510,226
329,112,563,346
454,184,500,230
419,164,528,273
472,173,501,202
374,98,583,307
407,124,554,271
378,111,573,306
450,172,518,240
443,166,517,240
407,162,514,269
425,184,492,251
353,145,531,323
475,221,435,181
498,227,458,187
400,160,524,284
430,140,545,255
412,164,506,258
