TQ,FQ,TS,FS
81,31,638,153
80,42,636,145
85,38,618,162
77,40,635,151
73,30,654,146
78,22,666,137
89,25,651,138
80,34,637,152
86,33,628,156
201,439,229,34
81,29,656,137
86,36,623,158
79,30,652,142
93,40,623,147
82,41,663,117
81,36,649,137
73,40,637,153
91,36,617,159
77,39,632,155
75,30,644,154
94,36,630,143
91,40,625,147
85,36,642,140
73,28,647,155
89,35,649,130
68,30,662,143
91,35,639,138
80,37,644,142
199,463,215,26
85,34,650,134
77,35,655,136
83,38,645,137
81,38,638,146
84,29,647,143
69,37,639,158
95,36,620,152
190,488,197,28
82,30,654,137
193,468,217,25
202,471,199,31
