TQ,FQ,TS,FS
97,128,541,137
61,70,608,164
91,105,551,156
94,143,532,134
84,142,542,135
95,110,578,120
227,676,0,0
83,153,518,149
91,142,519,151
85,140,528,150
64,77,608,154
100,148,511,144
88,142,540,133
98,144,519,142
78,154,550,121
75,111,574,143
89,146,531,137
104,121,532,146
92,130,541,140
90,148,526,139
94,110,556,143
77,105,560,161
82,142,536,143
79,136,539,149
81,107,577,138
83,150,542,128
78,112,562,151
95,129,552,127
88,117,561,137
94,142,542,125
84,141,549,129
108,144,539,112
37,30,646,190
78,123,553,149
81,101,575,146
98,144,512,149
82,110,575,136
75,126,558,144
87,138,547,131
97,137,533,136
