TQ,FQ,TS,FS
54,34,635,180
61,80,598,164
55,76,580,192
92,154,521,136
55,68,616,164
60,35,653,155
90,137,539,137
35,41,630,197
59,85,576,183
91,154,514,144
100,162,523,118
99,161,498,145
54,74,608,167
86,156,507,154
52,125,579,147
82,169,516,136
90,160,517,136
102,144,509,148
48,26,645,184
54,73,601,175
104,164,502,133
60,65,600,178
91,169,509,134
41,37,638,187
96,160,524,123
85,170,522,126
92,147,527,137
43,35,646,179
84,126,552,141
92,150,534,127
38,31,659,175
68,87,596,152
90,138,538,137
36,33,643,191
67,111,565,160
54,49,607,193
94,151,534,124
82,158,526,137
87,144,541,131
54,31,639,179
