TQ,FQ,TS,FS
81,103,566,153
68,108,570,157
38,39,617,209
69,107,568,159
64,103,581,155
57,37,651,158
65,88,588,162
65,112,559,167
41,41,620,201
59,108,560,176
72,110,575,146
76,108,551,168
68,103,579,153
41,50,613,199
29,36,668,170
64,112,573,154
39,46,631,187
81,97,556,169
45,33,638,187
65,113,561,164
76,98,568,161
33,23,642,205
64,107,571,161
37,36,639,191
219,683,1,0
66,113,579,145
34,30,644,195
47,39,642,175
70,108,570,155
73,105,579,146
66,115,575,147
217,680,3,3
64,101,575,163
27,18,658,200
223,675,1,4
81,109,547,166
218,682,3,0
219,683,1,0
34,32,653,184
54,37,633,179
