TQ,FQ,TS,FS
116,52,617,118
130,133,545,95
120,68,588,127
134,131,544,94
103,58,626,116
145,115,573,70
125,99,577,102
130,133,538,102
139,130,531,103
133,115,553,102
137,133,552,81
113,64,595,131
125,120,562,96
149,139,524,91
124,143,561,75
106,64,621,112
98,74,603,128
147,109,544,103
106,63,608,126
124,123,551,105
134,65,601,103
117,65,600,121
125,126,552,100
121,120,555,107
116,65,619,103
97,63,629,114
110,57,617,119
113,64,617,109
106,49,629,119
119,70,614,100
94,53,637,119
137,134,549,83
128,127,549,99
108,48,628,119
130,125,551,97
148,131,525,99
128,128,557,90
102,58,626,117
119,55,630,99
113,58,612,120
