TQ,FQ,TS,FS
120,56,613,114
112,78,600,113
123,64,592,124
130,130,545,98
103,59,625,116
120,54,634,95
116,42,634,111
131,148,523,101
139,137,524,103
112,57,611,123
114,65,620,104
139,142,517,105
129,130,552,92
122,79,584,118
97,63,641,102
130,135,550,88
101,71,606,125
145,109,544,105
111,55,616,121
125,129,545,104
128,62,604,109
116,66,599,122
106,63,615,119
124,133,542,104
116,61,623,103
99,65,627,112
114,60,614,115
115,67,614,107
116,59,619,109
135,138,546,84
98,66,624,115
109,69,614,111
132,129,547,95
112,54,622,115
132,131,545,95
132,71,585,115
102,52,633,116
127,130,554,92
121,49,636,97
113,58,612,120
