TQ,FQ,TS,FS
122,56,613,112
115,80,598,110
136,94,562,111
120,89,586,108
114,82,602,105
130,81,607,85
125,65,611,102
110,63,608,122
129,105,556,113
114,59,609,121
116,69,616,102
127,91,568,117
118,84,598,103
126,81,582,114
99,59,645,100
115,93,592,103
104,74,603,122
150,117,536,100
115,58,613,117
116,79,595,113
136,81,585,101
126,68,597,112
106,57,621,119
103,56,619,125
128,79,605,91
115,136,556,96
115,64,610,114
128,89,592,94
119,67,611,106
129,96,588,90
102,71,619,111
110,70,613,110
133,133,543,94
127,83,593,100
110,75,601,117
139,93,563,108
107,56,629,111
115,58,626,104
126,54,631,92
128,88,582,105
