TQ,FQ,TS,FS
220,500,169,14
55,22,656,170
58,18,638,189
208,510,165,20
45,15,669,174
51,15,673,164
63,11,665,164
202,533,138,30
213,496,165,29
53,15,653,182
54,21,664,164
62,22,637,182
202,516,166,19
63,17,646,177
179,534,170,20
56,18,667,162
49,24,653,177
64,20,633,186
52,20,651,180
51,16,658,178
72,22,644,165
64,23,642,174
53,18,660,172
49,14,661,179
62,26,658,157
42,16,676,169
62,27,647,167
57,18,663,165
202,516,162,23
58,21,663,161
192,534,156,21
197,518,165,23
55,21,655,172
59,20,656,168
204,522,154,23
66,22,634,181
53,19,666,165
198,521,163,21
194,517,168,24
50,17,653,183
