TQ,FQ,TS,FS
121,56,613,113
118,94,584,107
123,64,592,124
133,135,540,95
108,65,619,111
125,65,623,90
120,83,593,107
113,72,599,119
123,66,595,119
108,65,603,127
113,53,632,105
120,74,585,124
116,78,604,105
134,99,564,106
125,146,558,74
107,64,621,111
101,77,600,125
147,116,537,103
137,125,546,95
112,70,604,117
139,70,596,98
124,74,591,114
126,139,539,99
99,57,618,129
139,134,550,80
98,61,631,113
112,61,613,117
114,63,618,108
116,78,600,109
122,81,603,97
100,67,623,113
114,68,615,106
129,130,546,98
116,63,613,111
106,69,607,121
126,75,581,121
106,53,632,112
104,55,629,115
128,80,605,90
121,77,593,112
