TQ,FQ,TS,FS
76,30,639,158
74,44,634,151
220,423,233,27
75,40,635,153
203,441,243,16
76,26,662,139
82,22,654,145
81,37,634,151
212,450,211,30
82,28,640,153
75,33,652,143
222,451,208,22
75,33,649,146
91,39,624,149
73,40,664,126
75,34,651,143
70,41,636,156
92,32,621,158
77,38,633,155
73,31,643,156
88,40,626,149
212,448,217,26
74,34,644,151
69,29,646,159
86,35,649,133
65,32,660,146
93,37,637,136
201,444,237,21
70,29,649,155
80,35,649,139
71,34,656,142
80,39,644,140
77,36,640,150
82,32,644,145
64,37,639,163
94,37,619,153
74,34,651,144
196,444,240,23
99,35,650,119
77,34,636,156
