TQ,FQ,TS,FS
489,215,454,180
417,194,484,261
362,170,486,294
421,197,478,254
468,230,454,216
431,214,474,257
438,198,478,238
440,224,447,231
488,300,361,173
450,221,447,218
267,90,595,418
441,233,426,218
388,185,497,294
448,229,434,215
289,84,620,415
396,174,511,289
507,306,371,170
499,268,385,154
444,208,463,227
537,269,405,137
473,201,465,193
508,293,372,157
387,193,485,291
500,331,344,175
379,151,533,305
506,289,403,186
423,179,495,251
269,79,602,412
530,282,396,148
466,247,437,218
455,226,464,235
484,245,438,199
419,217,459,257
358,127,549,318
467,292,384,209
383,199,457,273
412,186,499,273
437,186,498,247
446,180,505,239
405,207,463,265
