TQ,FQ,TS,FS
441,149,520,228
381,113,565,297
389,111,545,267
379,83,592,296
407,120,564,277
516,177,511,172
374,65,611,302
440,170,501,231
464,188,473,197
432,126,542,236
447,162,523,238
468,169,490,191
453,167,515,229
374,85,578,289
502,191,513,202
432,113,572,253
413,133,544,264
416,107,546,237
466,206,465,205
438,125,549,236
479,178,488,187
367,104,561,298
363,109,569,315
427,168,507,248
427,120,564,257
447,147,545,245
512,187,487,162
495,191,490,186
442,175,503,236
446,101,583,238
413,90,600,277
497,181,502,186
423,176,500,253
475,174,502,201
369,116,560,307
493,197,459,163
355,69,616,330
384,85,599,300
438,95,590,247
356,71,599,314
