TQ,FQ,TS,FS
391,153,516,278
455,243,435,223
330,117,539,326
424,178,497,251
319,97,587,365
481,291,397,207
464,221,455,212
426,211,460,245
362,143,518,299
405,154,514,263
383,184,501,302
443,244,415,216
311,104,578,371
310,119,544,353
382,155,549,322
294,110,575,391
416,172,505,261
398,169,484,255
369,158,513,302
419,169,505,255
368,123,543,298
377,172,493,288
384,135,543,294
368,167,508,307
416,179,505,268
336,124,568,356
340,94,580,334
424,213,468,257
400,113,565,278
395,179,505,289
303,77,613,387
394,180,503,289
313,89,587,363
384,137,539,292
299,133,543,377
381,142,514,275
412,172,513,273
526,342,342,158
430,171,514,255
280,72,598,390
