TQ,FQ,TS,FS
148,111,558,86
142,130,548,83
148,113,543,99
149,132,543,79
141,140,544,78
136,125,563,79
145,88,588,82
141,113,558,91
152,130,531,90
161,125,543,74
147,113,572,71
162,115,544,82
143,98,584,78
153,134,529,87
124,102,602,75
126,124,561,92
154,137,540,72
173,144,509,77
155,158,513,77
133,96,578,96
154,111,555,83
145,122,543,93
141,145,533,84
147,98,577,81
132,120,564,87
127,123,569,84
128,92,582,101
150,115,566,72
140,121,557,85
149,114,570,70
139,118,572,74
151,163,520,69
142,124,552,85
134,119,557,93
137,129,547,90
167,124,532,80
143,124,561,75
141,106,578,78
142,119,566,76
161,160,510,72
