TQ,FQ,TS,FS
94,52,617,140
86,53,625,139
92,47,609,155
168,357,318,60
84,50,634,135
167,360,328,48
91,48,628,136
77,45,626,155
91,49,612,151
98,56,612,137
88,45,640,130
188,357,302,56
90,38,644,131
89,52,611,151
75,54,650,124
83,49,636,135
89,49,628,137
103,44,609,147
89,42,629,143
72,36,638,157
188,347,319,49
92,53,612,146
88,51,627,137
87,47,628,141
93,57,627,126
83,59,633,128
91,50,624,138
89,58,623,133
95,46,632,130
92,50,634,127
77,50,640,136
87,49,634,133
83,52,624,144
174,352,324,53
90,44,632,137
102,51,605,145
90,42,643,128
87,43,641,132
84,48,637,134
101,45,625,132
