TQ,FQ,TS,FS
136,87,582,98
123,110,568,102
156,137,519,91
136,125,550,92
121,93,591,98
125,97,591,90
137,138,538,90
121,98,573,111
142,122,539,100
140,124,544,95
130,121,564,88
136,86,573,108
144,135,547,77
129,96,567,111
125,136,568,74
120,135,550,98
124,114,563,102
157,109,544,93
135,108,563,97
137,147,527,92
150,135,531,87
128,99,566,110
121,93,585,104
127,78,597,101
129,97,587,90
108,86,606,103
118,100,574,111
143,134,547,79
130,85,593,95
147,163,521,72
112,81,609,101
123,104,579,97
116,85,591,111
119,88,588,108
112,78,598,115
138,92,564,109
130,118,567,88
120,78,606,99
123,78,607,95
139,85,585,94
