TQ,FQ,TS,FS
116,77,592,118
125,117,561,100
121,89,567,126
112,75,600,116
113,99,585,106
127,137,551,88
120,79,597,107
109,79,592,123
123,87,574,119
129,79,589,106
111,81,604,107
129,76,583,115
173,339,343,48
118,94,569,122
110,94,610,89
101,84,601,117
116,86,591,110
135,85,568,115
118,72,599,114
102,80,594,127
129,74,592,108
119,83,582,119
119,85,593,106
122,77,598,106
125,133,551,94
100,88,604,111
113,85,589,116
122,86,595,100
125,97,581,100
126,84,600,93
114,95,595,99
114,80,603,106
107,77,599,120
107,83,593,120
110,78,598,117
138,79,577,109
128,132,553,90
112,71,613,107
118,74,611,100
126,86,584,107
