TQ,FQ,TS,FS
164,134,535,70
132,108,570,93
143,107,549,104
136,101,574,92
130,120,564,89
138,108,580,77
150,126,550,77
136,106,565,96
145,98,563,97
147,99,569,88
133,102,583,85
148,90,569,96
139,93,589,82
143,117,546,97
129,112,592,70
124,111,574,94
136,104,573,90
158,101,552,92
138,96,575,94
127,105,569,102
149,92,574,88
138,110,555,100
135,98,580,90
140,85,590,88
139,122,562,80
118,100,592,93
132,118,556,97
141,109,572,81
159,188,490,66
153,141,543,66
122,91,599,91
135,114,569,85
136,113,563,91
130,112,564,97
124,112,564,103
159,117,539,88
127,107,578,91
134,99,585,85
149,140,545,69
138,87,583,95
