TQ,FQ,TS,FS
121,79,590,113
125,116,562,100
124,91,565,123
114,79,596,114
116,98,586,103
120,82,606,95
124,77,599,103
112,86,585,120
124,91,570,118
132,75,593,103
115,81,604,103
135,75,584,109
120,73,609,101
129,93,570,111
108,80,624,91
103,83,602,115
123,88,589,103
133,71,582,117
121,69,602,111
105,74,600,124
133,76,590,104
121,79,586,117
129,90,588,96
129,90,585,99
115,77,607,104
100,79,613,111
121,94,580,108
127,85,596,95
129,97,581,96
126,76,608,93
115,82,608,98
122,88,595,98
106,77,599,121
108,82,594,119
110,74,602,117
142,81,575,105
115,66,619,103
116,69,615,103
118,73,612,100
130,85,585,103
