TQ,FQ,TS,FS
202,490,179,32
194,509,169,31
0,0,656,247
192,496,179,36
184,507,177,35
184,516,172,31
193,502,174,34
195,502,169,37
209,493,168,33
0,9,659,235
193,510,175,25
211,520,139,33
189,511,171,32
202,486,177,38
0,0,704,199
182,484,201,36
192,498,179,34
216,485,168,34
192,488,183,40
199,492,182,30
204,500,166,33
213,492,173,25
191,509,169,34
188,504,171,40
186,508,176,33
180,505,187,31
203,496,178,26
189,492,189,33
0,0,678,225
199,502,182,20
181,506,184,32
192,495,188,28
186,517,159,41
199,513,163,28
196,510,166,31
210,497,159,37
190,496,189,28
187,506,178,32
182,495,190,36
197,491,179,36
