TQ,FQ,TS,FS
211,529,140,23
201,546,132,24
0,0,656,247
198,537,138,30
0,0,684,219
188,549,139,27
197,529,147,30
201,541,130,31
217,524,137,25
0,0,668,235
0,0,685,218
0,0,659,244
197,548,134,24
0,0,663,240
180,575,129,19
0,0,685,218
203,546,131,23
0,7,646,250
201,521,150,31
0,0,674,229
210,544,122,27
3,6,659,235
199,558,120,26
204,535,140,24
196,538,146,23
184,533,159,27
208,527,147,21
192,532,149,30
0,0,678,225
5,11,673,214
186,553,137,27
0,0,683,220
198,540,136,29
213,551,125,14
202,533,143,25
209,524,132,38
0,0,685,218
194,536,148,25
187,540,145,31
208,537,133,25
