TQ,FQ,TS,FS
117,220,449,117
131,292,386,94
155,335,321,92
86,157,518,142
84,164,520,135
158,324,364,57
91,138,538,136
79,165,506,153
89,164,497,153
88,154,514,147
156,327,358,62
161,347,312,83
57,106,576,164
93,164,499,147
79,172,532,120
83,182,503,135
140,292,385,86
163,302,351,87
152,327,344,80
134,288,386,95
150,310,356,87
165,341,324,73
107,231,447,118
143,324,351,85
152,342,342,67
102,225,467,109
90,145,529,139
93,145,536,129
95,153,525,130
140,323,361,79
54,93,597,159
106,165,518,114
89,142,534,138
141,285,391,86
131,257,419,96
102,159,497,145
135,285,400,83
79,146,538,140
159,345,340,59
145,275,395,88
