TQ,FQ,TS,FS
17,26,643,217
181,528,150,44
203,486,170,44
191,510,165,37
9,29,655,210
0,0,688,215
189,531,145,38
187,518,153,45
199,497,164,43
198,505,163,37
0,0,685,218
199,520,139,45
8,21,661,213
197,498,165,43
6,22,682,193
163,507,178,55
184,520,157,42
203,486,167,47
192,500,171,40
200,495,179,29
10,24,642,227
238,647,18,0
221,649,29,4
12,36,639,216
178,508,176,41
170,520,172,41
191,503,171,38
181,502,179,41
13,21,657,212
0,0,684,219
173,519,171,40
13,17,666,207
185,515,161,42
224,655,21,3
10,19,657,217
245,632,24,2
5,21,664,213
180,514,170,39
168,498,187,50
193,511,159,40
