TQ,FQ,TS,FS
156,353,316,78
151,384,294,74
149,335,321,98
212,560,115,16
204,561,123,15
124,353,335,91
207,551,125,20
146,394,277,86
146,318,343,96
150,364,304,85
206,617,68,12
150,350,309,94
135,360,322,86
149,339,324,91
124,373,331,75
38,126,559,180
208,555,122,18
105,269,384,145
151,354,317,81
30,46,628,199
223,579,87,14
112,276,389,126
5,15,663,220
152,380,295,76
132,329,355,87
126,331,361,85
36,89,585,193
200,554,127,22
212,554,124,13
47,118,566,172
196,577,113,17
152,382,301,68
134,342,334,93
143,349,327,84
154,384,292,73
159,362,294,88
0,0,685,218
140,389,295,79
0,0,685,218
140,340,330,93
