TQ,FQ,TS,FS
219,592,77,15
134,318,360,91
229,573,83,18
218,589,86,10
145,405,279,74
49,110,578,166
1,0,676,226
56,130,541,176
160,393,268,82
124,329,339,111
137,393,292,81
124,289,370,120
67,123,559,154
41,55,608,199
52,119,585,147
128,392,293,90
48,70,607,178
233,588,65,17
214,565,106,18
206,567,107,23
155,366,300,82
157,394,271,81
155,389,289,70
34,62,613,194
53,118,566,166
192,590,102,19
129,338,336,100
139,403,278,83
217,595,83,8
47,113,571,172
134,385,305,79
47,114,569,173
141,371,305,86
141,378,298,86
212,608,68,15
44,72,584,203
198,606,79,20
200,597,87,19
216,674,11,2
43,67,603,190
