TQ,FQ,TS,FS
90,201,468,144
89,192,486,136
238,621,35,9
85,194,481,143
71,207,477,148
92,193,495,123
88,189,487,139
39,78,593,193
34,70,591,208
40,64,604,195
41,71,614,177
89,194,465,155
214,642,40,7
78,207,456,162
27,67,637,172
30,84,601,188
88,193,484,138
89,186,467,161
83,211,460,149
82,203,471,147
44,66,600,193
233,618,47,5
72,209,469,153
70,177,498,158
88,197,487,131
201,643,49,10
87,184,490,142
84,195,486,138
222,639,39,3
212,642,42,7
81,194,496,132
46,74,609,174
31,73,603,196
85,199,477,142
44,54,622,183
103,191,465,144
206,643,42,12
208,639,45,11
104,197,488,114
41,77,593,192
