TQ,FQ,TS,FS
188,427,242,46
154,355,323,71
144,276,380,103
164,324,351,64
47,134,550,172
157,350,338,58
64,123,553,163
94,204,467,138
163,321,340,79
58,114,554,177
14,23,662,204
161,337,322,83
148,310,372,73
163,298,365,77
134,364,340,65
151,344,341,67
150,345,332,76
178,324,329,72
155,341,330,77
160,361,313,69
84,152,514,153
154,313,352,84
152,345,333,73
80,163,512,148
71,162,522,148
146,339,353,65
168,337,337,61
50,98,583,172
23,50,628,202
77,166,518,142
148,326,364,65
147,319,364,73
63,121,555,164
160,329,347,67
161,315,361,66
197,413,243,50
159,335,350,59
145,335,349,74
148,327,358,70
158,335,335,75
