TQ,FQ,TS,FS
153,313,356,81
142,304,374,83
143,315,341,104
143,312,363,85
142,314,370,77
131,331,357,84
146,322,354,81
221,582,89,11
152,303,358,90
149,300,368,86
143,348,337,75
168,346,313,76
149,319,363,72
151,304,359,89
123,320,384,76
117,281,404,101
145,327,350,81
155,289,364,95
144,283,388,88
162,339,335,67
156,303,363,81
157,300,365,81
0,0,678,225
147,301,374,81
145,294,390,74
136,315,377,75
130,291,383,99
139,316,365,83
148,319,359,77
143,308,376,76
134,307,383,79
146,308,375,74
145,327,349,82
146,322,354,81
133,287,389,94
237,592,64,10
135,287,398,83
148,342,342,71
130,276,409,88
154,316,354,79
