TQ,FQ,TS,FS
98,147,522,136
121,275,403,104
160,329,327,87
133,260,415,95
191,594,90,28
124,252,436,91
93,148,528,134
69,126,545,163
87,164,497,155
77,127,541,158
83,144,541,135
149,333,326,95
133,264,418,88
133,287,376,107
79,176,528,120
70,173,512,148
83,147,530,143
94,144,509,156
132,323,348,100
113,215,459,116
164,304,362,73
86,159,506,152
139,278,400,86
71,106,569,157
93,180,504,126
81,140,552,130
128,288,386,101
132,297,384,90
93,141,537,132
41,78,606,178
82,151,539,131
90,179,504,130
82,140,536,145
113,255,421,114
93,143,533,134
102,173,483,145
78,146,539,140
72,131,553,147
137,264,421,81
133,269,401,100
