TQ,FQ,TS,FS
170,473,196,64
201,540,138,24
139,347,309,108
136,330,345,92
193,575,109,26
211,671,17,4
135,339,337,92
34,61,610,198
147,356,305,95
63,149,519,172
117,344,341,101
156,361,298,88
4,18,664,217
77,139,524,163
117,332,372,82
57,151,534,161
76,148,529,150
78,136,517,172
130,298,373,102
84,189,485,145
137,310,356,100
44,60,605,194
143,338,340,82
71,179,496,157
42,65,619,177
130,343,349,81
0,0,674,229
133,363,318,89
107,254,424,118
216,662,22,3
119,329,361,94
61,138,545,159
222,661,15,5
198,529,147,29
144,366,310,83
115,258,398,132
41,64,621,177
198,578,106,21
142,356,329,76
144,318,352,89
