TQ,FQ,TS,FS
105,169,500,129
93,176,502,132
215,490,166,32
103,178,497,125
169,457,227,50
168,468,220,47
94,194,482,133
85,137,534,147
212,505,156,30
190,433,235,45
115,249,436,103
213,506,153,31
173,476,206,48
210,528,135,30
79,199,505,120
84,182,503,134
96,182,495,130
197,427,226,53
98,152,519,134
181,456,218,48
196,454,212,41
125,250,415,113
198,522,156,27
83,132,543,145
100,173,511,119
90,167,525,121
189,457,217,40
93,173,508,129
209,533,145,16
91,192,492,128
186,534,156,27
98,176,507,122
122,267,409,105
206,536,140,21
198,523,153,29
94,181,475,153
93,170,515,125
103,183,501,116
170,452,233,48
182,452,218,51
