TQ,FQ,TS,FS
220,565,104,14
215,585,93,10
232,561,95,15
207,573,102,21
205,575,109,14
200,578,110,15
216,572,104,11
213,572,99,19
224,560,101,18
218,572,96,17
201,592,93,17
0,0,659,244
207,581,101,14
225,561,102,15
183,614,90,16
204,576,109,14
0,0,677,226
233,556,97,17
214,572,99,18
215,571,103,14
223,579,87,14
225,574,91,13
213,588,90,12
212,562,113,16
0,0,684,219
193,585,107,18
219,568,106,10
211,576,105,11
0,0,678,225
0,0,684,219
195,584,106,18
210,575,108,10
210,583,93,17
221,579,97,6
210,572,104,17
227,564,92,20
201,583,102,17
203,588,96,16
0,0,685,218
0,0,670,233
