TQ,FQ,TS,FS
65,138,531,169
45,78,600,180
179,368,288,68
100,211,464,128
69,126,558,150
120,323,365,95
172,444,232,55
140,321,350,92
200,464,197,42
189,442,226,46
156,414,271,62
94,227,432,150
130,332,350,91
80,172,491,160
79,234,470,120
36,80,605,182
58,121,556,168
188,386,267,62
94,186,485,138
97,200,474,132
211,485,181,26
194,467,198,44
60,137,541,165
171,456,219,57
189,492,192,30
166,450,242,45
90,199,475,139
125,298,383,97
180,462,216,45
184,474,210,35
132,362,328,81
25,32,651,195
152,379,297,75
190,441,235,37
187,479,197,40
97,168,488,150
182,494,191,36
146,362,322,73
151,354,331,67
197,454,216,36
