TQ,FQ,TS,FS
179,367,302,55
164,394,284,61
185,359,297,62
154,375,300,74
166,383,301,53
157,378,310,58
169,374,302,58
166,348,323,66
177,370,291,65
172,383,285,63
156,405,280,62
185,368,291,59
168,394,288,53
173,382,281,67
147,405,299,52
167,382,303,51
172,373,304,54
187,376,277,63
165,372,299,67
176,372,302,53
179,387,279,58
185,347,318,53
181,382,296,44
169,371,304,59
160,381,303,59
150,380,312,61
174,377,297,55
167,350,331,55
174,393,285,51
167,389,295,52
159,391,299,54
164,390,293,56
174,388,288,53
180,378,298,47
168,373,303,59
183,390,266,64
167,374,311,51
168,385,299,51
162,386,299,56
170,363,307,63
