TQ,FQ,TS,FS
216,596,73,18
158,452,226,67
2,11,645,245
167,444,231,61
26,67,617,193
0,0,688,215
203,581,95,24
21,66,605,211
24,61,600,218
170,457,211,65
159,479,206,59
179,455,204,65
212,618,64,9
182,456,207,58
19,67,637,180
18,61,624,200
0,0,677,226
182,446,207,68
75,223,448,157
177,450,224,52
228,601,65,9
236,607,58,2
23,61,617,202
172,440,235,56
206,619,65,13
197,616,76,14
21,67,607,208
172,463,218,50
175,449,229,50
212,596,88,7
211,673,17,2
0,0,683,220
160,459,217,67
23,60,616,204
165,448,228,62
230,581,75,17
156,478,207,62
163,457,227,56
144,442,243,74
225,595,75,8
