TQ,FQ,TS,FS
7,25,644,227
184,524,154,41
203,508,148,44
227,655,20,1
0,1,683,219
164,530,158,51
179,530,146,48
191,531,140,41
210,506,155,32
205,510,158,30
181,533,152,37
8,12,647,236
2,21,661,219
191,488,175,49
0,0,704,199
162,511,174,56
189,527,150,37
248,633,20,2
188,503,168,44
197,517,157,32
203,526,140,34
4,15,650,234
0,0,678,225
192,537,138,36
181,520,164,38
3,16,676,208
198,515,159,31
222,660,21,0
182,518,160,43
215,668,16,4
175,533,157,38
0,0,683,220
0,0,676,227
226,653,23,1
193,521,155,34
195,529,127,52
216,671,14,2
185,528,156,34
0,0,685,218
10,13,657,223
