TQ,FQ,TS,FS
0,0,669,234
204,529,149,21
223,498,158,24
193,526,149,35
0,0,684,219
186,537,151,29
204,528,148,23
206,510,161,26
217,513,148,25
209,517,151,26
196,537,148,22
217,512,147,27
199,534,148,22
212,514,149,28
178,565,139,21
196,518,167,22
202,523,154,24
222,513,140,28
206,504,167,26
0,0,674,229
212,518,148,25
217,506,159,21
0,0,678,225
0,0,675,228
191,527,157,28
185,523,169,26
210,511,163,19
199,502,179,23
207,536,142,18
202,534,150,17
191,533,157,22
202,519,164,18
0,0,676,227
209,538,138,18
209,516,160,18
0,0,656,247
192,533,152,26
192,521,163,27
0,0,685,218
205,521,149,28
