TQ,FQ,TS,FS
223,587,82,11
143,374,304,82
156,346,310,91
213,564,111,15
205,576,108,14
127,377,311,88
28,47,629,199
20,52,619,212
163,350,311,79
152,378,290,83
204,581,104,14
167,388,271,77
158,392,290,63
151,345,318,89
131,377,327,68
207,575,110,11
149,357,320,77
159,338,315,91
223,587,84,9
154,343,331,75
224,564,102,13
236,646,19,2
163,395,283,62
158,360,315,70
145,372,312,74
137,351,341,74
154,383,291,75
148,343,338,74
165,379,299,60
152,415,269,67
133,352,338,80
149,341,342,71
149,362,314,78
163,399,277,64
156,379,297,71
160,349,307,87
0,0,685,218
203,593,91,16
0,0,685,218
159,367,303,74
