TQ,FQ,TS,FS
130,237,432,104
123,222,456,102
124,217,439,123
119,227,448,109
124,242,442,95
116,238,450,99
110,214,462,117
121,210,461,111
133,229,432,109
125,232,436,110
118,253,432,100
136,241,418,108
122,243,439,99
207,546,117,33
101,257,447,98
123,225,460,95
121,236,441,105
143,224,429,107
114,216,455,118
122,239,435,107
132,230,436,105
137,222,443,101
125,237,441,100
204,554,121,24
126,227,457,93
187,546,146,24
213,580,94,16
203,546,135,19
121,237,441,104
130,249,435,89
117,227,463,96
131,244,439,89
125,264,412,102
135,243,433,92
114,250,426,113
124,239,417,123
125,225,460,93
130,237,447,89
192,562,123,26
121,225,445,112
