TQ,FQ,TS,FS
205,526,143,29
186,513,165,39
247,639,17,0
187,505,170,41
184,522,162,35
170,529,159,45
194,540,136,33
0,0,671,232
212,502,159,30
0,0,668,235
186,542,143,32
214,532,127,30
192,532,150,29
196,492,171,44
176,540,164,23
174,524,161,44
194,531,146,32
212,506,147,38
7,9,662,225
205,516,158,24
0,0,666,237
6,9,656,232
224,655,23,1
5,23,652,223
0,0,684,219
179,539,153,32
203,519,155,26
181,513,168,41
189,524,154,36
193,523,161,26
181,531,159,32
183,513,170,37
189,517,159,38
3,17,659,224
196,522,154,31
202,520,136,45
185,521,164,33
0,0,684,219
174,501,184,44
204,519,151,29
