TQ,FQ,TS,FS
17,35,634,217
185,566,112,40
10,21,635,237
9,26,649,219
217,670,14,2
173,571,117,42
187,567,109,40
0,1,670,232
203,539,122,39
10,26,642,225
215,667,18,3
12,24,635,232
185,561,121,36
240,643,20,0
0,1,703,199
217,666,19,1
11,24,653,215
249,632,21,1
204,544,127,28
36,127,547,193
0,1,665,237
206,545,120,32
224,656,22,1
226,656,19,2
13,27,657,206
1,2,690,210
43,129,545,186
186,547,134,36
0,1,677,225
13,24,660,206
212,675,15,1
219,662,21,1
225,661,15,2
226,657,19,1
227,654,22,0
11,36,620,236
186,563,122,32
0,0,684,219
174,552,133,44
230,653,17,3
