TQ,FQ,TS,FS
151,299,370,83
166,429,249,59
126,224,432,121
186,481,194,42
50,123,561,169
134,291,397,81
101,233,443,126
106,279,392,126
143,335,326,99
136,299,369,99
135,276,409,83
113,225,434,131
114,242,440,107
145,287,376,95
137,392,312,62
179,489,196,39
154,334,343,72
120,209,444,130
129,259,412,103
98,180,494,131
136,285,381,101
142,307,358,96
123,285,393,102
140,305,370,88
53,108,576,166
117,266,426,94
128,239,435,101
162,437,244,60
116,263,415,109
145,374,310,74
115,269,421,98
128,268,415,92
132,252,424,95
129,274,402,98
126,270,406,101
146,280,376,101
124,282,403,94
114,269,415,105
120,251,434,98
155,371,299,78
