TQ,FQ,TS,FS
0,0,669,234
216,604,74,9
237,584,72,10
0,0,675,228
207,596,88,12
203,608,80,12
211,594,82,16
216,591,80,16
0,0,661,242
222,592,76,13
204,610,75,14
232,586,73,12
206,605,77,15
226,586,77,14
189,632,72,10
0,0,685,218
216,600,77,10
240,571,82,10
218,593,78,14
0,0,674,229
222,601,65,15
0,0,665,238
216,603,75,9
215,594,81,13
205,589,95,14
0,0,692,211
0,0,674,229
211,595,86,11
214,601,77,11
210,595,89,9
201,600,90,12
0,0,683,220
212,606,70,15
220,602,74,7
213,588,88,14
230,587,69,17
0,0,685,218
205,607,77,14
204,604,81,14
0,0,670,233
