TQ,FQ,TS,FS
194,436,233,40
176,449,229,49
188,426,230,59
174,426,249,54
172,463,221,47
152,451,237,63
174,434,242,53
179,455,216,53
193,433,228,49
182,446,222,53
175,455,230,43
196,454,205,48
5,16,666,216
184,430,233,56
153,467,237,46
170,424,261,48
175,443,234,51
197,418,235,53
7,17,654,225
223,618,56,6
191,452,214,46
198,432,233,40
12,22,656,213
15,22,653,213
14,23,661,205
163,440,252,48
0,0,674,229
171,419,262,51
186,434,244,39
175,445,239,44
162,436,254,51
177,422,261,43
176,438,238,51
187,446,230,40
188,448,228,39
196,431,225,51
167,448,237,51
168,443,241,51
161,432,253,57
16,16,654,217
