TQ,FQ,TS,FS
145,301,368,89
138,300,378,87
224,548,108,23
144,301,374,84
132,328,356,87
193,553,135,22
155,366,310,72
153,374,297,79
156,301,360,86
215,571,97,20
136,333,352,82
154,315,344,90
133,354,328,88
224,569,94,16
116,338,366,83
122,291,394,96
203,581,96,23
163,358,295,87
139,288,383,93
146,307,367,83
156,318,348,81
155,309,356,83
143,329,349,82
142,324,351,86
196,568,116,23
122,311,381,89
148,300,374,81
136,340,341,86
214,581,97,11
137,317,367,82
125,317,373,88
138,290,393,82
137,314,362,90
138,314,362,89
141,320,356,86
139,321,335,108
135,306,379,83
133,309,375,86
124,316,369,94
144,310,360,89
