TQ,FQ,TS,FS
116,252,417,118
146,357,321,79
166,320,336,81
171,431,244,57
130,291,393,89
54,99,589,161
97,176,500,130
103,200,471,129
144,309,352,98
100,207,461,135
175,392,293,43
96,175,484,148
163,403,279,58
171,391,272,69
89,227,477,110
85,198,487,133
24,32,645,202
144,278,375,106
142,318,353,90
153,315,359,76
145,297,369,92
114,209,456,124
156,418,260,69
114,212,463,114
163,409,275,56
208,663,29,3
139,315,359,90
99,190,491,123
149,326,352,76
141,313,371,78
126,307,383,87
62,106,577,158
97,182,494,130
146,374,302,81
64,123,553,163
160,321,335,87
141,299,386,77
126,317,367,93
91,164,521,127
73,123,547,160
